pais_id,pais,mercado,año,mes,producto,variedad,origen,precio_usd_kg,moneda_cod,moneda
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Anana,Perola,Brasil,1.22,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Banana,Cavdich,Ecuador,0.53,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Pomelo,Star Ruby,Argentina,0.86,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Limón,Eureka,Argentina,1.52,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Manzana,Granny Smith,Argentina,1.84,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Manzana,Red Delicius,Argentina,1.46,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Mandarina,Okitzu,Argentina,0.81,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Melón,Rocio Miel,Argentina,0.85,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Naranja,Valenciana,Argentina,0.38,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Pera,Williams,Argentina,0.83,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Uva,Moscat.Bca,Argentina,1.45,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Cereza,Bing,Argentina,3.89,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Ciruela,Blackamber,Argentina,1.79,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Durazno,Eleg. Lady,Argentina,1.8,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Frutilla,s/especificar,Argentina,1.61,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Kiwi,s/especificar,Argentina,1.66,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Frambuesa,s/especificar,Argentina,,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Acelga,s/especificar,Argentina,0.45,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Ajo,Mdo. Chino,Argentina,3.48,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Albahaca,s/especificar,Argentina,0.26,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Apio,s/especificar,Argentina,1.16,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Arveja,s/especificar,Argentina,0.9,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Batata,Arapey,Brasil,0.72,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Berenjena,Vta.Med.La,Argentina,0.39,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Brocoli,s/especificar,Argentina,1.33,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Cebolla,Colorada,Argentina,0.61,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Chaucha,Esmeralda,Argentina,1.09,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Choclo,Amarillo,Argentina,0.48,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Epinaca,s/especificar,Argentina,1.7,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Lechuga,Criolla,Argentina,1.12,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Papa,Spunta,Argentina,0.42,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Pepino,s/especificar,Argentina,0.28,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Perejil,s/especificar,Argentina,0.86,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Pimiento,Morron,Argentina,0.68,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Radicheta,1er.Corte,Argentina,1.41,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Remolacha,s/especificar,Argentina,0.26,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Repollo,Blanco,Argentina,0.26,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Tomate,Cherry,Argentina,1.02,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Tomate,Perita,Argentina,0.55,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Tomate,Redondo,Argentina,0.54,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Zanahoria,Chantenay,Argentina,0.41,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Zapallito,Redondo,Argentina,0.3,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Enero,Zapallo,Anc.Cokena,Argentina,1.16,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Anana,Perola,Brasil,1.52,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Banana,Cavdich,Ecuador,0.87,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Pomelo,Star Ruby,Argentina,1.16,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Limón,Eureka,Argentina,1.47,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Manzana,Granny Smith,Argentina,1.93,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Manzana,Red Delicius,Argentina,1.38,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Mandarina,Okitzu,Argentina,0.56,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Melón,Rocio Miel,Argentina,0.9,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Naranja,Valenciana,Argentina,0.29,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Pera,Williams,Argentina,0.77,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Uva,Moscat.Bca,Argentina,1.47,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Cereza,Bing,Argentina,5.12,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Ciruela,Blackamber,Argentina,1.97,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Durazno,Eleg. Lady,Argentina,1.41,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Frutilla,s/especificar,Argentina,1.96,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Kiwi,s/especificar,Argentina,1.6,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Frambuesa,s/especificar,Argentina,9.29,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Acelga,s/especificar,Argentina,0.65,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Ajo,Mdo. Chino,Argentina,3.54,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Albahaca,s/especificar,Argentina,0.27,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Apio,s/especificar,Argentina,1.2,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Arveja,s/especificar,Argentina,0.9,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Batata,Arapey,Brasil,0.67,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Berenjena,Vta.Med.La,Argentina,0.41,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Brocoli,s/especificar,Argentina,1.57,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Cebolla,Colorada,Argentina,0.6,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Chaucha,Esmeralda,Argentina,0.89,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Choclo,Amarillo,Argentina,0.38,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Epinaca,s/especificar,Argentina,1.63,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Lechuga,Criolla,Argentina,1.08,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Papa,Spunta,Argentina,0.46,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Pepino,s/especificar,Argentina,0.29,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Perejil,s/especificar,Argentina,0.74,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Pimiento,Morron,Argentina,0.96,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Radicheta,1er.Corte,Argentina,1.39,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Remolacha,s/especificar,Argentina,0.27,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Repollo,Blanco,Argentina,0.21,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Tomate,Cherry,Argentina,1.85,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Tomate,Perita,Argentina,0.67,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Tomate,Redondo,Argentina,0.71,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Zanahoria,Chantenay,Argentina,0.38,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Zapallito,Redondo,Argentina,0.28,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Febrero,Zapallo,Anc.Cokena,Argentina,0.33,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Anana,Perola,Brasil,1.4,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Banana,Cavdich,Ecuador,0.89,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Pomelo,Star Ruby,Argentina,0.99,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Limón,Eureka,Argentina,0.96,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Manzana,Granny Smith,Argentina,1.15,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Manzana,Red Delicius,Argentina,1.25,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Mandarina,Okitzu,Argentina,0.36,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Melón,Rocio Miel,Argentina,0.99,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Naranja,Valenciana,Argentina,0.4,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Pera,Williams,Argentina,0.64,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Uva,Moscat.Bca,Argentina,1.17,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Cereza,Bing,Argentina,7.56,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Ciruela,Blackamber,Argentina,1.68,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Durazno,Eleg. Lady,Argentina,1.79,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Frutilla,s/especificar,Argentina,5.72,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Kiwi,s/especificar,Argentina,2.44,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Frambuesa,s/especificar,Argentina,8.79,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Acelga,s/especificar,Argentina,0.83,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Ajo,Mdo. Chino,Argentina,3.35,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Albahaca,s/especificar,Argentina,0.37,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Apio,s/especificar,Argentina,2.03,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Arveja,s/especificar,Argentina,1.15,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Batata,Arapey,Brasil,0.6,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Berenjena,Vta.Med.La,Argentina,0.4,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Brocoli,s/especificar,Argentina,1.6,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Cebolla,Colorada,Argentina,0.58,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Chaucha,Esmeralda,Argentina,0.7,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Choclo,Amarillo,Argentina,0.5,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Epinaca,s/especificar,Argentina,2.42,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Lechuga,Criolla,Argentina,1.21,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Papa,Spunta,Argentina,0.45,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Pepino,s/especificar,Argentina,0.41,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Perejil,s/especificar,Argentina,1.57,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Pimiento,Morron,Argentina,1.45,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Radicheta,1er.Corte,Argentina,2.07,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Remolacha,s/especificar,Argentina,0.32,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Repollo,Blanco,Argentina,0.34,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Tomate,Cherry,Argentina,2.55,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Tomate,Perita,Argentina,0.74,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Tomate,Redondo,Argentina,0.71,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Zanahoria,Chantenay,Argentina,0.42,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Zapallito,Redondo,Argentina,0.38,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Marzo,Zapallo,Anc.Cokena,Argentina,0.36,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Anana,Perola,Brasil,,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Banana,Cavdich,Ecuador,0.86,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Pomelo,Star Ruby,Argentina,,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Limón,Eureka,Argentina,0.79,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Manzana,Granny Smith,Argentina,1.19,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Manzana,Red Delicius,Argentina,1.56,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Mandarina,Okitzu,Argentina,0.32,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Melón,Rocio Miel,Argentina,1.08,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Naranja,Valenciana,Argentina,0.42,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Pera,Williams,Argentina,0.64,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Uva,Moscat.Bca,Argentina,1.25,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Cereza,Bing,Argentina,,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Ciruela,Blackamber,Argentina,1.67,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Durazno,Eleg. Lady,Argentina,,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Frutilla,s/especificar,Argentina,6.97,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Kiwi,s/especificar,Argentina,1.54,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Frambuesa,s/especificar,Argentina,10.42,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Acelga,s/especificar,Argentina,0.61,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Ajo,Mdo. Chino,Argentina,3.33,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Albahaca,s/especificar,Argentina,0.44,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Apio,s/especificar,Argentina,1.77,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Arveja,s/especificar,Argentina,1.94,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Batata,Arapey,Brasil,0.61,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Berenjena,Vta.Med.La,Argentina,0.44,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Brocoli,s/especificar,Argentina,1.59,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Cebolla,Colorada,Argentina,0.6,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Chaucha,Esmeralda,Argentina,1.28,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Choclo,Amarillo,Argentina,0.45,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Epinaca,s/especificar,Argentina,1.25,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Lechuga,Criolla,Argentina,0.72,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Papa,Spunta,Argentina,0.47,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Pepino,s/especificar,Argentina,0.36,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Perejil,s/especificar,Argentina,1.98,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Pimiento,Morron,Argentina,1.81,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Radicheta,1er.Corte,Argentina,1.49,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Remolacha,s/especificar,Argentina,0.41,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Repollo,Blanco,Argentina,0.45,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Tomate,Cherry,Argentina,2.12,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Tomate,Perita,Argentina,0.8,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Tomate,Redondo,Argentina,0.84,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Zanahoria,Chantenay,Argentina,0.71,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Zapallito,Redondo,Argentina,0.45,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Abril,Zapallo,Anc.Cokena,Argentina,0.37,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Anana,Perola,Brasil,1.44,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Banana,Cavdich,Ecuador,0.9,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Pomelo,Star Ruby,Argentina,0.68,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Limón,Eureka,Argentina,0.65,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Manzana,Granny Smith,Argentina,1.15,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Manzana,Red Delicius,Argentina,1.66,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Mandarina,Okitzu,Argentina,0.29,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Melón,Rocio Miel,Argentina,1.07,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Naranja,Valenciana,Argentina,0.37,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Pera,Williams,Argentina,0.89,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Uva,Moscat.Bca,Argentina,1.23,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,PALTA,Hass,Chile,4.14,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Ciruela,Blackamber,Argentina,1.9,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Durazno,Eleg. Lady,Argentina,,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Frutilla,s/especificar,Argentina,10.14,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Kiwi,s/especificar,Argentina,1.47,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Frambuesa,s/especificar,Argentina,11.23,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Acelga,s/especificar,Argentina,0.38,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Ajo,Colorado,Argentina,3.34,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Albahaca,s/especificar,Argentina,0.25,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Apio,s/especificar,Argentina,2.02,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Arveja,s/especificar,Argentina,1.62,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Batata,Arapey,Brasil,0.47,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Berenjena,Vta.Med.La,Argentina,0.43,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Brocoli,s/especificar,Argentina,1.67,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Cebolla,Colorada,Argentina,0.57,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Chaucha,Esmeralda,Argentina,0.88,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Choclo,Amarillo,Argentina,0.36,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Epinaca,s/especificar,Argentina,1.59,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Lechuga,Criolla,Argentina,0.41,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Papa,Spunta,Argentina,0.45,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Pepino,s/especificar,Argentina,0.35,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Perejil,s/especificar,Argentina,1.33,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Pimiento,Morron,Argentina,1.42,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Radicheta,1er.Corte,Argentina,1.58,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Remolacha,s/especificar,Argentina,0.34,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Repollo,Blanco,Argentina,0.38,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Tomate,Cherry,Argentina,1.41,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Tomate,Perita,Argentina,0.73,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Tomate,Redondo,Argentina,0.69,USD,Dolares
32,Argentina,Mercado Central de Buenos Aires,2017,Mayo,Zanahoria,Chantenay,Argentina,0.54,USD,Dolares
